# category	id	name	rarity	icon	desc	acquire	track	tags
recipes	FormulaWeaponSparkHarvesting	Formule magique : Récolte d'Étincelle	2	877		Enchanter level 5 | Needs: 1x Papier enchanté lumineux, 10x Concentré d'Étincelle lumineuse, 1x Orbe lumineux du néant, 3x Fragment de mély | Cost: 100 gold | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	FormulaHandsVitality_Z2	Formule magique : Vitalité	1	881		Enchanter level 4 | Needs: 1x Papier enchanté lumineux, 10x Poudre lumineuse purifiée, 8x Particules lumineuses du néant, 5x Sang frais | Cost: 50 gold | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	FormulaHandsMinorVitality	Formule magique : Vitalité mineure	1	882		Enchanter level 2 | Needs: 1x Papier enchanté lumineux, 6x Poudre lumineuse purifiée, 5x Sang frais | Cost: 30 gold | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	FormulaWeaponLifestealing	Formule magique : Vol de vie	2	880		Enchanter level 6 | Needs: 1x Papier enchanté lumineux, 10x Concentré d'Étincelle lumineuse, 1x Orbe lumineux du néant, 10x OEil malveillant | Cost: 100 gold | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	FormulaWeaponZealot	Formule magique : Zélote	2	880		Enchanter level 5 | Needs: 1x Papier enchanté lumineux, 10x Concentré d'Étincelle lumineuse, 1x Orbe lumineux du néant, 5x Bélior | Cost: 100 gold | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	PrismaticFragment	Fragment prismatique	2	814		Alchemist level 3 | Needs: 1x Fragment de pyre, 1x Fragment de kyre, 1x Fragment de mély, 1x Fragment d'Éoyl, 1x Fragment de Naya, 5x Bélior | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	Hands_RManfish_FigAss_Craft	Gantelets des profondeurs	2	189		Blacksmith level 2 | Needs: 15x Lingot de cuivre, 20x Nageoire collante, 1x Fragment de Naya, 1x Perle ordinaire | Cost: 100 gold | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	Hands_RKobold_Cle_Craft	Gants de fromagomancie	2	192		Outfitter level 1 | Needs: 8x Rouleau de toile de lin, 15x Petit croc, 1x Fragment de kyre | Cost: 75 gold | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	Cook_11	Garbure de mendiant	0	728		Cook level 4 | Needs: 3x Pains rassis, 3x Graisse, 1x Sauce du chasseur | Cost: 30 gold | Known automatically at that job level		job:Cook,source:Automatic
recipes	Cook_3	Goulasch de crabe	0	730		Cook level 1 | Needs: 6x Pince charnue, 1x Sauce du pêcheur | Cost: 15 gold | Known automatically at that job level		job:Cook,source:Automatic
recipes	MoteOfAir	Grain d'Éoyl	0	816		Alchemist level 3 | Needs: 3x Chitine brillante, 1x Échantillon d'étincelle | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	MoteOfEarth	Grain de kyre	0	817		Alchemist level 1 | Needs: 3x Pierre fissurée, 1x Échantillon d'étincelle | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	MoteOfNature	Grain de mély	0	818		Alchemist level 1 | Needs: 3x Sang frais, 1x Échantillon d'étincelle | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	MoteOfWater	Grain de Naya	0	819		Alchemist level 1 | Needs: 3x Nageoire collante, 1x Échantillon d'étincelle | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	MoteOfFire	Grain de pyre	0	821		Alchemist level 3 | Needs: 3x Charbon, 1x Échantillon d'étincelle | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	BronzeIngot	Lingot de bronze	1	824		Blacksmith level 3 | Needs: 5x Minerai d'étain, 1x Lingot de cuivre, 1x Échantillon d'étincelle | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	CopperIngot	Lingot de cuivre	1	825		Blacksmith level 1 | Needs: 5x Minerai de cuivre, 1x Échantillon d'étincelle | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	TungsteneIngot	Lingot de tungstène	2	827		Blacksmith level 2 | Needs: 5x Minerai de tungstène, 1x Échantillon d'étincelle | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	CutMalachite	Malachite taillée	2	829		Jeweller level 3 | Needs: 1x Malachite, 3x Pierre taillée fissurée | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Cook_5	Maquereau grillé	0	734		Cook level 2 | Needs: 6x Petit maquereau, 1x Sauce du pêcheur | Cost: 15 gold | Unlocked by a recipe you must find		job:Cook,source:Recipe needed
recipes	Feet_RKobold_FigCle_Craft	Marche-fromages ardents	2	252		Blacksmith level 3 | Needs: 8x Lingot de bronze, 15x Petit croc, 5x Morceau de métal perforé, 2x Fragment de kyre | Cost: 125 gold | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	Head_RDemon_Craft_WizCle	Masque du diablotin importun	2	254		Outfitter level 6 | Needs: 18x Toile de lin, 4x Fourrure douce, 16x Tranche caudale, 2x Fragment de nuon | Cost: 200 gold | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	CopperSetting	Monture en cuivre	1	834		Jeweller level 1 | Needs: 10x Minerai de cuivre | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	BrutalityCursedCutEye	OEil maudit de la brutalité	1	883		Jeweller level 6 | Needs: 3x OEil malveillant, 1x Fragment de nuon | Cost: 50 gold | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Jeweller,source:Recipe needed
recipes	DominationCursedCutEye	OEil maudit de la domination	1	883		Jeweller level 6 | Needs: 3x OEil malveillant, 1x Fragment de nuon | Cost: 50 gold | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Jeweller,source:Recipe needed
recipes	FanatismCursedCutEye	OEil maudit du fanatisme	1	883		Jeweller level 6 | Needs: 3x OEil malveillant, 1x Fragment de nuon | Cost: 50 gold | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Jeweller,source:Recipe needed
recipes	ViceCursedCutEye	OEil maudit du vice	1	883		Jeweller level 6 | Needs: 3x OEil malveillant, 1x Fragment de nuon | Cost: 50 gold | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Jeweller,source:Recipe needed
recipes	Cook_16	Omelette de la mer	0	737		Cook level 4 | Needs: 6x OEuf de crabe, 1x Sauce du pêcheur | Cost: 30 gold | Unlocked by a recipe you must find		job:Cook,source:Recipe needed
recipes	BrightVoidOrb	Orbe lumineux du néant	2	838		Enchanter level 5 | Needs: 20x Particules lumineuses du néant, 10x Coeur éphémère | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	EnchantPaper_Z1	Papier enchanté lumineux	2	839		Enchanter level 1 | Needs: 1x Blank Page, 3x Fragments lumineux | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	ScrollOfCorruptedIntellect	Parchemin d'Intelligence corrompue	0	739		Enchanter level 6 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 1x Aile voilée | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Enchanter,source:Recipe needed
recipes	ScrollOfIntelligence	Parchemin d'Intelligence I	0	740		Enchanter level 1 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 3x Nageoire collante | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	ScrollOfCorruptedDexterity	Parchemin de Dextérité corrompue	0	741		Enchanter level 6 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 1x Aile voilée | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Enchanter,source:Recipe needed
recipes	ScrollOfDexterity	Parchemin de Dextérité I	0	742		Enchanter level 1 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 3x Ailes diaphanes | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	ScrollOfCorruptedFaith	Parchemin de Foi corrompue	0	743		Enchanter level 6 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 3x Corne démoniaque | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Enchanter,source:Recipe needed
recipes	ScrollOfFaith	Parchemin de Foi I	0	744		Enchanter level 1 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 3x Pédoncule oculaire | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	ScrollOfCorruptedStrength	Parchemin de Force corrompue	0	745		Enchanter level 6 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 3x Corne démoniaque | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Enchanter,source:Recipe needed
recipes	ScrollOfStrength	Parchemin de Force I	0	746		Enchanter level 1 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 3x Petit croc | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	ScrollOfVitality	Parchemin de Vitalité I	0	747		Enchanter level 1 | Needs: 1x Blank Page, 2x Poudre lumineuse purifiée, 3x Sang frais | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	Cook_13	Pastille de la ruche	0	748		Cook level 4 | Needs: 6x Gelée royale, 1x Fines herbes | Cost: 30 gold | Unlocked by a recipe you must find		job:Cook,source:Recipe needed
recipes	Necklace_Z1RCraft	Pendentif de Polyvalence	2	643		Jeweller level 1 | Needs: 4x Monture en cuivre, 3x Pierre scintillante, 1x Perle ordinaire | Cost: 100 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Necklace_Z2RCraft	Pendentif de Souplesse	2	644		Jeweller level 5 | Needs: 4x Monture en cuivre, 5x Bélior, 1x Ambre, 1x Béryl, 1x Rubis, 1x Agate | Cost: 150 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	PrismaticPearl	Perle prismatique	2	645		Alchemist level 4 | Needs: 1x Perle ordinaire, 5x Essence fraîche, 5x Bélior, 1x Fragment prismatique | Cost: 150 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	Whetstone	Pierre à aiguiser	0	750	Augmente votre PhysicalMastery de 10 % pendant 1 h si vous utilisez une arme tranchante.	Blacksmith level 1 | Needs: 5x Pierre fissurée, 1x Pierre scintillante, 1x Échantillon d'étincelle | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	Weightstone	Pierre à frapper	0	751	Augmente votre PhysicalMastery de 10 % pendant 1 h si vous utilisez une arme contondante.	Blacksmith level 1 | Needs: 5x Pierre fissurée, 1x Pierre scintillante, 1x Échantillon d'étincelle | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	StoneOfPower	Pierre de puissance	2	646		Alchemist level 1 | Needs: 1x Pierre scintillante, 2x Fragment de kyre, 15x Pétale de galantula | Cost: 75 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	StoneOfCunning	Pierre de ruse	2	647		Alchemist level 1 | Needs: 1x Pierre scintillante, 2x Fragment de mély, 15x Pétale de lavendula | Cost: 75 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	StoneOfWisdom	Pierre de sagesse	2	648		Alchemist level 1 | Needs: 1x Pierre scintillante, 2x Fragment de Naya, 15x Pétale de galantula | Cost: 75 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	StoneOfRighteousness	Pierre de vertu	2	646		Alchemist level 1 | Needs: 1x Pierre scintillante, 2x Fragment de kyre, 10x Pétale de lavendula | Cost: 75 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	PhilosopherStone	Pierre philosophale	2	649		Alchemist level 2 | Needs: 5x Minerai de tungstène, 1x Perle ordinaire, 1x Fragment de kyre, 1x Fragment de mély, 1x Fragment de Naya | Cost: 100 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	CutStone	Pierre taillée fissurée	1	858		Jeweller level 2 | Needs: 3x Pierre fissurée, 1x Échantillon d'étincelle | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	HonedCopperPlate	Plaque de bronze améliorée	1	884		Blacksmith level 4 | Needs: 3x Alliage scintillant | Cost: 50 gold | Unlocked by a recipe you must find		job:Blacksmith,source:Recipe needed
recipes	DivinedCopperPlate	Plaque de bronze divine	1	884		Blacksmith level 4 | Needs: 3x Alliage scintillant | Cost: 50 gold | Unlocked by a recipe you must find		job:Blacksmith,source:Recipe needed
recipes	GracefulCopperPlate	Plaque de bronze gracieuse	1	884		Blacksmith level 4 | Needs: 3x Alliage scintillant | Cost: 50 gold | Unlocked by a recipe you must find		job:Blacksmith,source:Recipe needed
recipes	MysticCopperPlate	Plaque de bronze mystique	1	884		Blacksmith level 4 | Needs: 3x Alliage scintillant | Cost: 50 gold | Unlocked by a recipe you must find		job:Blacksmith,source:Recipe needed
recipes	RunedCopperPlate	Plaque de bronze ornée de runes	1	884		Blacksmith level 4 | Needs: 3x Alliage scintillant | Cost: 50 gold | Unlocked by a recipe you must find		job:Blacksmith,source:Recipe needed
recipes	ReinforcedCopperPlate	Plaque de bronze renforcée	1	884		Blacksmith level 4 | Needs: 3x Alliage scintillant | Cost: 50 gold | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	SanctifiedCopperPlate	Plaque de bronze sanctifiée	1	884		Blacksmith level 4 | Needs: 3x Alliage scintillant | Cost: 50 gold | Unlocked by a recipe you must find		job:Blacksmith,source:Recipe needed
recipes	Chest_RKobold_FigAss	Plastron de Cantal Goya	2	314		Blacksmith level 1 | Needs: 10x Lingot de cuivre, 20x Petit croc, 1x Fragment de kyre | Cost: 75 gold | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	Chest_RCrimson_Fig_Craft	Plastron écarlate	2	316		Blacksmith level 5 | Needs: 18x Lingot de bronze, 8x Bélior | Cost: 150 gold | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	LongBreathPotion	Potion d'apnée améliorée	0	756	Vous permet de retenir votre souffle sous l'eau pendant 2 minutes supplémentaires.	Alchemist level 2 | Needs: 1x Fiole, 3x Pétale de lavendula, 6x Nageoire collante, 1x Spores étranges | Unlocked by a recipe you must find		job:Alchemist,source:Recipe needed
recipes	MinorIntelligencePotion	Potion d'intelligence mineure	0	757		Alchemist level 6 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Fragment de nuon, 1x Spores étranges | Cost: 25 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	InvisibilityPotion	Potion d'invisibilité	0	758	Vous devenez invisible pendant 15 s.	Alchemist level 4 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Fragment de mély, 1x Spores étranges | Unlocked by a recipe you must find		job:Alchemist,source:Recipe needed
recipes	ShieldPotion_Z2	Potion de bouclier	0	759	Vous obtenez un Shield qui absorbe 250 points de dégâts pendant 20 s.	Alchemist level 5 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Fragment de kyre, 1x Spores étranges | Unlocked by a recipe you must find		job:Alchemist,source:Recipe needed
recipes	MinorShieldPotion	Potion de bouclier mineure	0	760	Vous obtenez un Shield qui absorbe 150 points de dégâts pendant 20 s.	Alchemist level 2 | Needs: 1x Fiole, 1x Pétale de galantula, 2x Pierre scintillante, 1x Spores étranges | Unlocked by a recipe you must find		job:Alchemist,source:Recipe needed
recipes	MinorDexterityPotion	Potion de dextérité mineure	0	761		Alchemist level 6 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Fragment de nuon, 1x Spores étranges | Cost: 25 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	MinorFaithPotion	Potion de foi mineure	0	762		Alchemist level 6 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Fragment de nuon, 1x Spores étranges | Cost: 25 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	MinorStrengthPotion	Potion de force mineure	0	763		Alchemist level 6 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Fragment de nuon, 1x Spores étranges | Cost: 25 gold | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	FastSwimPotion	Potion de nage rapide	0	764	Augmente votre MoveSpeedFactor sous l'eau de 30 % pendant 20 s.	Alchemist level 4 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Écaille tranchante, 3x Nageoire collante, 1x Spores étranges | Unlocked by a recipe you must find		job:Alchemist,source:Recipe needed
recipes	VesselPotion	Potion de réceptacle	0	765	Invoque un diablotin toutes les 3 s pendant 20 s.	Alchemist level 6 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 5x Aile voilée, 1x Spores étranges | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Alchemist,source:Recipe needed
recipes	SacrificePotion	Potion de sacrifice	0	766	Convertit la moitié de vos Health actuels en Shield pendant 20 s.	Alchemist level 6 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 5x Corne démoniaque, 1x Spores étranges | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Alchemist,source:Recipe needed
recipes	MinorHealingPotion	Potion de soin mineure	0	768	Rend 100 Health en 10 s.	Alchemist level 1 | Needs: 1x Fiole, 1x Pétale de galantula, 1x Pétale de lavendula, 3x Sang frais, 1x Spores étranges | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	MinorVelocityPotion	Potion de vélocité mineure	0	769	Augmente votre MoveSpeedFactor de 50 % pendant 10 s.	Alchemist level 4 | Needs: 1x Fiole, 1x Poudre de fleur fraîche, 1x Fragment d'Éoyl, 1x Spores étranges | Unlocked by a recipe you must find		job:Alchemist,source:Recipe needed
recipes	FreshFlowerPowder	Poudre de fleur fraîche	1	860		Alchemist level 3 | Needs: 2x Pétale de galantula, 2x Pétale de lavendula, 2x Pétale de thym antique, 1x Échantillon d'étincelle | Known automatically at that job level		job:Alchemist,source:Automatic
recipes	EnchantPowder_Z1	Poudre lumineuse purifiée	1	861		Enchanter level 1 | Needs: 5x Résidus lumineux, 1x Échantillon d'étincelle | Known automatically at that job level		job:Enchanter,source:Automatic
recipes	TinProspecting	Prospection d'étain	0	885	Broyez des minerais pour trouver des pierres précieuses rudimentaires.	Jeweller level 3 | Needs: 10x Minerai d'étain, 1x Échantillon d'étincelle | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	TungsteneProspecting	Prospection de tungstène	0	886	Broyez des minerais pour trouver des pierres précieuses rudimentaires.	Jeweller level 1 | Needs: 10x Minerai de tungstène, 1x Échantillon d'étincelle | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Cook_6	Ragoût de putois	0	771		Cook level 1 | Needs: 6x Chair de putois, 1x Sauce du chasseur | Cost: 15 gold | Known automatically at that job level		job:Cook,source:Automatic
recipes	Cook_1	Ragoût de sanglier	0	772		Cook level 2 | Needs: 6x Chair de sanglier, 1x Sauce du chasseur | Cost: 15 gold | Unlocked by a recipe you must find		job:Cook,source:Recipe needed
recipes	Cook_Demon_4	Ragoût démoniaque	0	773		Cook level 6 | Needs: 3x Corne démoniaque, 3x Tranche caudale, 1x Sauce du chasseur | Cost: 30 gold | Unlocked by a recipe you must find | Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	job:Cook,source:Recipe needed
recipes	CopperProspecting	Recherche de cuivre	0	887	Broyez des minerais pour trouver des pierres précieuses rudimentaires.	Jeweller level 1 | Needs: 10x Minerai de cuivre, 1x Échantillon d'étincelle | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	LinenBolt	Rouleau de toile de lin	1	863		Outfitter level 1 | Needs: 3x Toile de lin, 1x Échantillon d'étincelle | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	CutRuby	Rubis taillé	1	865		Jeweller level 4 | Needs: 1x Rubis, 3x Pierre taillée fissurée | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	GildedCutRuby	Rubis taillé doré	1	888		Jeweller level 4 | Needs: 1x Rubis taillé | Cost: 50 gold | Unlocked by a recipe you must find		job:Jeweller,source:Recipe needed
recipes	AttunedCutRuby	Rubis taillé harmonisé	1	888		Jeweller level 4 | Needs: 1x Rubis taillé | Cost: 50 gold | Unlocked by a recipe you must find		job:Jeweller,source:Recipe needed
recipes	TemperedCutRuby	Rubis taillé trempé	1	888		Jeweller level 4 | Needs: 1x Rubis taillé | Cost: 50 gold | Unlocked by a recipe you must find		job:Jeweller,source:Recipe needed
recipes	Bag_Z2	Sac en coton	1	889	Ajoute 10 emplacements à votre inventaire.	Outfitter level 3 | Needs: 5x Rouleau de toile de lin, 5x Cuir tanné léger, 3x Fourrure douce | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	LinenBag	Sac en lin	1	890	Ajoute 8 emplacements à votre inventaire.	Outfitter level 1 | Needs: 3x Rouleau de toile de lin, 3x Cuir tanné léger | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	Cook_8	Salade composée	0	775		Cook level 2 | Needs: 2x Pétale de galantula, 2x Pétale de lavendula, 1x Fines herbes | Cost: 15 gold | Known automatically at that job level		job:Cook,source:Automatic
recipes	Cook_Demon_0	Salade d'yeux	0	776		Cook level 6 | Needs: 1x OEil malveillant, 1x Fines herbes | Cost: 30 gold | Known automatically at that job level		job:Cook,source:Automatic
recipes	HunterSauce	Sauce du chasseur	1	867		Cook level 1 | Needs: 5x Sang frais, 1x Petit croc, 1x Échantillon d'étincelle | Known automatically at that job level		job:Cook,source:Automatic
recipes	FishermanSauce	Sauce du pêcheur	1	868		Cook level 1 | Needs: 5x Sang frais, 1x Pince charnue, 1x Échantillon d'étincelle | Known automatically at that job level		job:Cook,source:Automatic
recipes	Finger_Z2RCraft_CriAP	Sceau de combattant	2	653		Jeweller level 3 | Needs: 2x Monture en cuivre, 3x Pierre scintillante, 3x Agate | Cost: 125 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Finger_Z2RCraft_FerMP	Sceau de sorcier	2	654		Jeweller level 3 | Needs: 2x Monture en cuivre, 3x Pierre scintillante, 3x Rubis | Cost: 125 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Feet_RCrimson_FigCle	Solerets rivaux de Cornacier	2	377		Blacksmith level 5 | Needs: 12x Lingot de bronze, 5x Bélior | Cost: 150 gold | Known automatically at that job level		job:Blacksmith,source:Automatic
recipes	Finger_Z3RCraft_Ap	Solitaire de Fracture	2	655		Jeweller level 6 | Needs: 2x Monture en cuivre, 3x Pierre scintillante, 5x OEil malveillant, 5x Bélior | Cost: 150 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Finger_Z3RCraft_Mp	Solitaire de Lucidité	2	655		Jeweller level 6 | Needs: 2x Monture en cuivre, 3x Pierre scintillante, 5x OEil malveillant, 5x Bélior | Cost: 150 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Finger_Z3RCraft_Cri	Solitaire de Précision	2	655		Jeweller level 6 | Needs: 2x Monture en cuivre, 3x Pierre scintillante, 5x OEil malveillant, 5x Bélior | Cost: 150 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Finger_Z3RCraft_Fer	Solitaire de zèle	2	655		Jeweller level 6 | Needs: 2x Monture en cuivre, 3x Pierre scintillante, 5x OEil malveillant, 5x Bélior | Cost: 150 gold | Known automatically at that job level		job:Jeweller,source:Automatic
recipes	Cook_10	Soupe de racines de Skover	0	777		Cook level 3 | Needs: 6x Racine sucrée, 1x Fines herbes | Cost: 30 gold | Known automatically at that job level		job:Cook,source:Automatic
recipes	Cook_12	Tarte à la citrouille	0	778		Cook level 3 | Needs: 3x Blé, 3x Citrouille, 1x Fines herbes | Cost: 30 gold | Known automatically at that job level		job:Cook,source:Automatic
recipes	Chest_RCrimson_WizCle_Craft	Tenue sacrificielle	2	381		Outfitter level 5 | Needs: 20x Toile de lin, 6x Fourrure douce, 8x Bélior | Cost: 150 gold | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	HideboundWeave	Tissage doux	2	870		Outfitter level 4 | Needs: 2x Fourrure douce, 1x Cuir tanné léger, 1x Rouleau de toile de lin | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	Chest_RBee_AssWiz_Craft	Veste ailée splendide	2	403		Outfitter level 3 | Needs: 15x Cuir tanné léger, 12x Chitine brillante, 5x Fourrure douce, 2x Fragment de mély | Cost: 125 gold | Known automatically at that job level		job:Outfitter,source:Automatic
recipes	Head_RDemon_Fig_Craft	Visière de brutalité	2	420		Blacksmith level 6 | Needs: 18x Lingot de bronze, 16x Corne démoniaque, 2x Fragment de nuon | Cost: 200 gold | Known automatically at that job level		job:Blacksmith,source:Automatic
augments	SurgingCutAgate	Agate taillée énergisante	1	873		Craft: Jeweller (lvl 4), recipe from Recipe_SurgingCutAgate		type:AugmentJeweller
augments	SunderedCutAgate	Agate taillée fendue	1	873		Craft: Jeweller (lvl 4), recipe from Recipe_SunderedCutAgate		type:AugmentJeweller
augments	ResonantCutAgate	Agate taillée résonante	1	873		Craft: Jeweller (lvl 4), recipe from Recipe_ResonantCutAgate		type:AugmentJeweller
augments	StrongCutAgate	Agate taillée solide	1	873		Craft: Jeweller (lvl 4)		type:AugmentJeweller
augments	SurgingCutAmber	Ambre taillé énergisant	1	874		Craft: Jeweller (lvl 2), recipe from Recipe_SurgingCutAmber		type:AugmentJeweller
augments	SunderedCutAmber	Ambre taillé fendu	1	874		Craft: Jeweller (lvl 2), recipe from Recipe_SunderedCutAmber		type:AugmentJeweller
augments	ResonantCutAmber	Ambre taillé résonant	1	874		Craft: Jeweller (lvl 2), recipe from Recipe_ResonantCutAmber		type:AugmentJeweller
augments	StrongCutAmber	Ambre taillé solide	1	874		Craft: Jeweller (lvl 2)		type:AugmentJeweller
augments	GildedCutBeryl	Béryl taillé doré	1	875		Craft: Jeweller (lvl 2), recipe from Recipe_GildedCutBeryl		type:AugmentJeweller
augments	AttunedCutBeryl	Béryl taillé harmonisé	1	875		Craft: Jeweller (lvl 2), recipe from Recipe_AttunedCutBeryl		type:AugmentJeweller
